?subject	?label
<http://purl.obolibrary.org/obo/FOODON_03304174>	"beef drippings"@en
<http://purl.obolibrary.org/obo/FOODON_03305626>	"herbal honey"@en
<http://purl.obolibrary.org/obo/FOODON_03316035>	"confectionery sugar-based"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8501>	"Crocodylus niloticus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308489>	"sweet red bell pepper (strips, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03305248>	"peach pie filling (artificially sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03308779>	"shrimp (dried)"@en
<http://purl.obolibrary.org/obo/CHEBI_17593>	"maltooligosaccharide"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306442>	"shepherd's pie pie filling"@en
<http://purl.obolibrary.org/obo/FOODON_03311841>	"cocktail mix, dry"@en
<http://purl.obolibrary.org/obo/FOODON_03303935>	"matzoth"@en
<http://purl.obolibrary.org/obo/FOODON_03305109>	"candy made with rum"@en
<http://purl.obolibrary.org/obo/FOODON_03317571>	"grappa invecchiata"@en
<http://purl.obolibrary.org/obo/NCBITaxon_36596>	"Prunus armeniaca"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400166>	"color additive (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03412812>	"olax plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03316618>	"vegetable puree for further processing"@en
<http://purl.obolibrary.org/obo/FOODON_03316704>	"cocoa mass"@en
<http://purl.obolibrary.org/obo/FOODON_03309668>	"tuna (solid pack, canned in oil)"@en
<http://purl.obolibrary.org/obo/FOODON_03303058>	"apple cider (reconstituted)"@en
<http://purl.obolibrary.org/obo/FOODON_03414369>	"pekin duck as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315661>	"meat by-product (loaf)"@en
<http://purl.obolibrary.org/obo/FOODON_03305121>	"coffee fudge sauce"@en
<http://purl.obolibrary.org/obo/FOODON_03411296>	"anise plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414276>	"timor deer as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002138>	"plant dessert food product"@en
<http://purl.obolibrary.org/obo/FOODON_03309358>	"filbert nut (shelled)"@en
<http://purl.obolibrary.org/obo/FOODON_03414448>	"riboflavins as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03308658>	"clam (surf, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03315562>	"wine spiced fortified"@en
<http://purl.obolibrary.org/obo/NCBITaxon_50457>	"Barbarea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_24532>	"organic heterocyclic compound"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301328>	"mineral water"@en
<http://purl.obolibrary.org/obo/FOODON_03307924>	"vinegar (made from pear and peach waste, distilled)"@en
<http://purl.obolibrary.org/obo/FOODON_03306871>	"peanut (partially defatted)"@en
<http://purl.obolibrary.org/obo/FOODON_03440022>	"heat-treated"@en
<http://purl.obolibrary.org/obo/FOODON_03311671>	"aonori (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03490112>	"paperboard tube with lid or ends"@en
<http://purl.obolibrary.org/obo/FOODON_03315407>	"ice confection"@en
<http://purl.obolibrary.org/obo/FOODON_03411489>	"scallop as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_35217>	"alkaline earth coordination entity"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306063>	"flavoring syrup (alcoholic)"@en
<http://purl.obolibrary.org/obo/FOODON_03411020>	"fish, acipenseriform as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_26078>	"phosphoric acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_27065>	"Theaceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001108>	"buffalo dairy food product"@en
<http://purl.obolibrary.org/obo/FOODON_03317579>	"skim milk uht-sterilized"@en
<http://purl.obolibrary.org/obo/FOODON_03308325>	"pacific sardine (raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_57865>	"Gymnocephalus cernua"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03414169>	"cape aloe plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002336>	"vitamin and mineral food supplement food product"@en
<http://purl.obolibrary.org/obo/FOODON_03301663>	"licorice candy"@en
<http://purl.obolibrary.org/obo/FOODON_03310167>	"chicken thigh (charcoal-broiled)"@en
<http://purl.obolibrary.org/obo/FOODON_03304355>	"peperoncino"@it
<http://purl.obolibrary.org/obo/NCBITaxon_163743>	"Fabeae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/OBI_0000658>	"data representational model"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03304192>	"spaghetti (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03401060>	"50151700 - oils/fats edible variety packs (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03307073>	"bottling syrup"@en
<http://purl.obolibrary.org/obo/FOODON_03311114>	"yellowfin tuna (packed in oil)"@en
<http://purl.obolibrary.org/obo/FOODON_03530133>	"jumeau"@en
<http://purl.obolibrary.org/obo/FOODON_03305646>	"imitation water ice"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9091>	"Coturnix coturnix"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301302>	"pickled food (deprecated)"@en
<http://purl.obolibrary.org/obo/FOODON_03307393>	"oyster (pearl, canned)"@en
<http://purl.obolibrary.org/obo/CHEBI_35310>	"carotenone"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317051>	"jam (with no added sugar)"@en
<http://purl.obolibrary.org/obo/FOODON_03530002>	"dark meat"@en
<http://purl.obolibrary.org/obo/FOODON_03413433>	"wormwood plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305177>	"lemon and lime drink"@en
<http://purl.obolibrary.org/obo/FOODON_03490178>	"wood drum"@en
<http://purl.obolibrary.org/obo/FOODON_03411789>	"sculpin family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400361>	"food product type"@en
<http://purl.obolibrary.org/obo/NCBITaxon_942859>	"Etrumeus micropus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411490>	"american dewberry plant"@en
<http://purl.obolibrary.org/obo/FOODON_03311630>	"baking mix"@en
<http://purl.obolibrary.org/obo/FOODON_03530214>	"hydroponic growing condition"@en
<http://purl.obolibrary.org/obo/FOODON_03301751>	"shark meat (raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_436001>	"Alectis indica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03309700>	"tall fescue hay"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0336>	"Haitian"@en
<http://purl.obolibrary.org/obo/FOODON_00002186>	"rape fat or oil refined food product"@en
<http://purl.obolibrary.org/obo/NCBITaxon_4136>	"Lamiaceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03530080>	"processed in iron container"@en
<http://purl.obolibrary.org/obo/NCBITaxon_85437>	"Citrus japonica var. margarita"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301273>	"peach (clingstone, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03310563>	"sheep liver raw"@en
<http://purl.obolibrary.org/obo/FOODON_03308247>	"chilean lobster (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03305572>	"ham (sodium restricted, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03414093>	"winter skate as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002008>	"loganberry food product"@en
<http://purl.obolibrary.org/obo/FOODON_03530175>	"oil content < 25%"@en
<http://purl.obolibrary.org/obo/NCBITaxon_1075419>	"Genypterus chilensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411623>	"tea plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002142>	"plant head vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03490377>	"polystyrene container"@en
<http://purl.obolibrary.org/obo/FOODON_03412343>	"golden king crab as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_5204>	"Basidiomycota"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_30769>	"citric acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306722>	"pepper (liquid)"@en
<http://purl.obolibrary.org/obo/FOODON_03315572>	"bouillon mix dry"@en
<http://purl.obolibrary.org/obo/FOODON_03520491>	"tropical dry climatic zone"@en
<http://purl.obolibrary.org/obo/FOODON_03301018>	"barley malt"@en
<http://purl.obolibrary.org/obo/FOODON_03311088>	"poultry (raw, ground)"@en
<http://purl.obolibrary.org/obo/FOODON_00001012>	"powdered milk formula food product"@en
<http://purl.obolibrary.org/obo/FOODON_03400463>	"salts and spices, soups, sauces and salads, protein products etc. (ciaa)"@en
<http://purl.obolibrary.org/obo/CHEBI_73558>	"D3 vitamins"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316830>	"spaghetti (egg, enriched)"@en
<http://purl.obolibrary.org/obo/FOODON_03301093>	"tuna (cured, smoked)"@en
<http://purl.obolibrary.org/obo/FOODON_03412861>	"atlantic cutlassfish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305761>	"imitation buttermilk"@en
<http://purl.obolibrary.org/obo/FOODON_03311063>	"peppermint leaf (whole)"@en
<http://purl.obolibrary.org/obo/FOODON_03413958>	"rough scad as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03411135>	"water snail as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_466544>	"Perdicinae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03490210>	"glass container, metal lid"@en
<http://purl.obolibrary.org/obo/FOODON_03304579>	"salad cream"@en
<http://purl.obolibrary.org/obo/FOODON_03412361>	"reishi mushroom as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414466>	"tunicate as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_27292>	"Saccharomyces pastorianus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03530273>	"yellow flesh"@en
<http://purl.obolibrary.org/obo/FOODON_03400356>	"product type, european union"@en
<http://purl.obolibrary.org/obo/FOODON_03413447>	"ullucu plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03309095>	"hake fillet (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03308365>	"lobster (northern, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03413678>	"common cuttlefish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03316229>	"beverage powder for home preparation of drinks"@en
<http://purl.obolibrary.org/obo/FOODON_03308106>	"scotch herring (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03315795>	"ham (prepared)"@en
<http://purl.obolibrary.org/obo/FOODON_03315232>	"pecan (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_00002184>	"radish vegetable food product"@en
<http://purl.obolibrary.org/obo/FOODON_03413578>	"ice krill as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412316>	"silver catfish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311366>	"buffalo burger"@en
<http://purl.obolibrary.org/obo/FOODON_03308604>	"oriental blue crabmeat (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03303566>	"meatball (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03302905>	"breakfast cereal (presweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03413505>	"emmer plant as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_33709>	"amino acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413054>	"calcium sulphite as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305431>	"frozen dairy dessert mix (instant)"@en
<http://purl.obolibrary.org/obo/FOODON_03490300>	"laminated aluminum combination with paper"@en
<http://purl.obolibrary.org/obo/FOODON_03312064>	"whitefish"@en
<http://purl.obolibrary.org/obo/FOODON_03315651>	"poultry meat (preserved)"@en
<http://purl.obolibrary.org/obo/FOODON_03306564>	"onion and lox mixture (precooked, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03530207>	"growing condition"@en
<http://purl.obolibrary.org/obo/FOODON_03303845>	"filled milk"@en
<http://purl.obolibrary.org/obo/FOODON_03520352>	"atlantic ocean islands"@en
<http://purl.obolibrary.org/obo/FOODON_03306864>	"peanut butter with rose hips"@en
<http://purl.obolibrary.org/obo/CHEBI_18012>	"fumaric acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317156>	"jam (energy-containing sweetener not added)"@en
<http://purl.obolibrary.org/obo/FOODON_03315048>	"yogurt derived product"@en
<http://purl.obolibrary.org/obo/FOODON_03309867>	"groundnut shell"@en
<http://purl.obolibrary.org/obo/FOODON_03308832>	"crab (deviled, shrimp added, in aluminum shell)"@en
<http://purl.obolibrary.org/obo/FOODON_00002395>	"moromi"@en
<http://purl.obolibrary.org/obo/FOODON_03411376>	"skipjack tuna as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311558>	"oncom (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03309628>	"scallop (canned)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_3743>	"Synsepalum dulcificum"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_superfamily>	"superfamily"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413732>	"taiwan giant bamboo plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03306233>	"mint julep (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03306186>	"lemon-flavored curd"@en
<http://purl.obolibrary.org/obo/FOODON_03311754>	"pear (freeze-dried)"@en
<http://purl.obolibrary.org/obo/FOODON_03306601>	"abalone mushroom (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03306013>	"orange juice (sweetened, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_00001649>	"black or white pepper product"@en
<http://purl.obolibrary.org/obo/NCBITaxon_96887>	"Sardinella fimbriata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/PO_0030095>	"poricidal capsule fruit"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411551>	"salsify plant as food source"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0444>	"Libyan"@en
<http://purl.obolibrary.org/obo/FOODON_03317312>	"chili with beans, canned"@en
<http://purl.obolibrary.org/obo/NCBITaxon_6448>	"Gastropoda"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302334>	"fruit bread"@en
<http://purl.obolibrary.org/obo/FOODON_03301035>	"coffee (instant)"@en
<http://purl.obolibrary.org/obo/FOODON_03301932>	"icing (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03400228>	"snack food (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03413850>	"atlantic round herring as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03309831>	"sorghum malt"@en
<http://purl.obolibrary.org/obo/FOODON_03311416>	"potato patty"@en
<http://purl.obolibrary.org/obo/FOODON_03306870>	"peanut butter with imitation bacon"@en
<http://purl.obolibrary.org/obo/NCBITaxon_4710>	"Arecaceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412267>	"fish, chimaeriform as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315465>	"olive (table)"@en
<http://purl.obolibrary.org/obo/FOODON_03420114>	"seed, skin undetermined, germ removed"@en
<http://purl.obolibrary.org/obo/UBERON_0004455>	"neurula embryo"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316914>	"meat product (whole, cold smoked)"@en
<http://purl.obolibrary.org/obo/GAZ_00002560>	"Canada"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301744>	"grunt (raw)"@en
<http://purl.obolibrary.org/obo/CHEBI_26714>	"sodium salt"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302016>	"cherry (processed)"@en
<http://purl.obolibrary.org/obo/FOODON_00001299>	"unpasteurized caprine milk beverage"@en
<http://purl.obolibrary.org/obo/FOODON_03303830>	"imitation acidified sour cream (food product)"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0353>	"Bulgarian"@en
<http://purl.obolibrary.org/obo/FOODON_03490172>	"plastic container"@en
<http://purl.obolibrary.org/obo/FOODON_03301061>	"corn syrup"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0473>	"New Caledonian"@en
<http://purl.obolibrary.org/obo/FOODON_03413959>	"oxeye scad as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305773>	"passion fruit juice (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03315402>	"dairy ice mix"@en
<http://purl.obolibrary.org/obo/FOODON_03490368>	"high density polyethylene container"@en
<http://purl.obolibrary.org/obo/FOODON_03301413>	"reduced calorie food"@en
<http://purl.obolibrary.org/obo/FOODON_03317292>	"breakfast sausage"@en
<http://purl.obolibrary.org/obo/FOODON_03400687>	"024  seed for beverages and sweets (sb) (ccpr)"@en
<http://purl.obolibrary.org/obo/FOODON_03311884>	"compressed yeast food product"@en
<http://purl.obolibrary.org/obo/NCBITaxon_150492>	"Euphausia frigida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301375>	"spinach (canned)"@en
<http://purl.obolibrary.org/obo/CHEBI_39447>	"pyrimidines"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03480037>	"packed in gravy or sauce, vegetable"@en
<http://purl.obolibrary.org/obo/FOODON_00001118>	"cattle dairy food product"@en
<http://purl.obolibrary.org/obo/FOODON_03400284>	"prepared egg dish (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03315427>	"milk substitute of vegetable origin (food product)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_47308>	"Neogobius melanostomus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_212737>	"Centrophorus granulosus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_163128>	"Arripis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_52904>	"Scophthalmus maximus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001873>	"food spread food product"@en
<http://purl.obolibrary.org/obo/FOODON_03401037>	"10000190 - cream/cream substitutes (shelf stable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03302641>	"butter taffy"@en
<http://purl.obolibrary.org/obo/FOODON_03301733>	"samsoe cheese"@en
<http://purl.obolibrary.org/obo/FOODON_03317040>	"nonfat milk product"@en
<http://purl.obolibrary.org/obo/FOODON_03400664>	"16  secondary food commodities of animal origin (ccpr)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_1476529>	"Cyclostomata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03311163>	"ice cream mix raw"@en
<http://purl.obolibrary.org/obo/NCBITaxon_31216>	"Littorina littorea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412461>	"kradon plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03411675>	"greengage plum plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03301189>	"seasonings"@en
<http://purl.obolibrary.org/obo/FOODON_03305803>	"goat's milk (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03308151>	"oyster (eastern, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03302281>	"imitation orange beverage base (vitamin-fortified, artificially-sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03302708>	"dark bread"@en
<http://purl.obolibrary.org/obo/FOODON_03311340>	"scallion (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03305871>	"calf's foot gelatin"@en
<http://purl.obolibrary.org/obo/FOODON_03311049>	"spirulina seaweed (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03301880>	"kidney (chopped)"@en
<http://purl.obolibrary.org/obo/FOODON_00001244>	"coffee beverage"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8893>	"Apodidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411495>	"rosemary plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03301014>	"grape wine"@en
<http://purl.obolibrary.org/obo/FOODON_03411894>	"fish, semionotiformes as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510113>	"no artificial preservatives claim or use"@en
<http://purl.obolibrary.org/obo/FOODON_03412532>	"goby flathead as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03303529>	"cold-pack cheese food with pistachio nuts"@en
<http://purl.obolibrary.org/obo/FOODON_03315940>	"collagen casing edible"@en
<http://purl.obolibrary.org/obo/FOODON_03411198>	"broiler or fryer chicken as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03301432>	"beef bouillon cube"@en
<http://purl.obolibrary.org/obo/FOODON_03401183>	"50171800 - sauces/spreads/dips/condiments (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03304468>	"imitation half and half"@en
<http://purl.obolibrary.org/obo/FOODON_03316939>	"tea (instant, decaffeinated)"@en
<http://purl.obolibrary.org/obo/FOODON_03413670>	"west indian fighting conch as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03302056>	"vanilla bean (raw) food product"@en
<http://purl.obolibrary.org/obo/FOODON_03303865>	"blue cheese (dehydrated)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_91836>	"malvids"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308371>	"louisiana spiny lobster (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03430147>	"whole, shape achieved by forming"@en
<http://purl.obolibrary.org/obo/FOODON_03309467>	"salt (low sodium)"@en
<http://purl.obolibrary.org/obo/FOODON_03304708>	"potato salad"@en
<http://purl.obolibrary.org/obo/FOODON_03307437>	"chocolate-flavored milk extender"@en
<http://purl.obolibrary.org/obo/NCBITaxon_80836>	"Portunus pelagicus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400731>	"08  vegetables and vegetable products (eurocode2)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8016>	"Oncorhynchus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03311865>	"chicken (whole, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03311278>	"horseradish root (ground)"@en
<http://purl.obolibrary.org/obo/FOODON_03401110>	"10000252 - popcorn (shelf stable) (gs1 gpc)"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0313>	"Old Order Amish"@en
<http://purl.obolibrary.org/obo/FOODON_03412528>	"beluga as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400903>	"10000178 - chocolate/cocoa/malt - not ready to drink (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03316542>	"tomato conserves (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03317367>	"beet sugar liquor"@en
<http://purl.obolibrary.org/obo/NCBITaxon_232378>	"Proteales"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_8277>	"Beryciformes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_185881>	"Pterois"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400408>	"filler (codex)"@en
<http://purl.obolibrary.org/obo/FOODON_03303686>	"gruyere cheese"@en
<http://purl.obolibrary.org/obo/NCBITaxon_986140>	"Cyperoideae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413479>	"verbena plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9996>	"Spermophilus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400693>	"03  flour (efg)"@en
<http://purl.obolibrary.org/obo/FOODON_03301366>	"asparagus (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03413543>	"australian abalone as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03510251>	"man"@en
<http://purl.obolibrary.org/obo/FOODON_03317605>	"yoghurt (fruit flavored)"@en
<http://purl.obolibrary.org/obo/FOODON_03302153>	"kava beverage (artificially sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03413630>	"southern pink shrimp as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_1437180>	"Acrogymnospermae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03510222>	"celery and products thereof"@en
<http://purl.obolibrary.org/obo/FOODON_03310147>	"red plum raw"@en
<http://purl.obolibrary.org/obo/FOODON_03302502>	"butter (whipped)"@en
<http://purl.obolibrary.org/obo/FOODON_03306192>	"imitation lemon juice (dehydrated)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8910>	"Laridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_51336>	"metal sulfate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001206>	"lupin seed food product"@en
<http://purl.obolibrary.org/obo/CHEBI_24041>	"flavin mononucleotide"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301383>	"blackeyed peas (dried)"@en
<http://purl.obolibrary.org/obo/FOODON_03305020>	"nonfat dry milk (artificially sweetened and flavored)"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0020>	"Taiwanese"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306530>	"mushroom with seafood (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03303716>	"beverage (carbonated, vitamin- and mineral-fortified)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_106975>	"Opuntia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411145>	"basil, bush as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03413935>	"bighead goby as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03301609>	"konjacu powder"@en
<http://purl.obolibrary.org/obo/FOODON_03400853>	"spice, condiment or other ingredient (eurofir)"@en
<http://purl.obolibrary.org/obo/FOODON_03316636>	"food (ready-to-serve)"@en
<http://purl.obolibrary.org/obo/FOODON_03401323>	"multi-vitamin and single mineral supplement"@en
<http://purl.obolibrary.org/obo/FOODON_03304794>	"tomato juice concentrate (frozen)"@en
